id,Quarter Cohort,Nationality,Gender,Age Group,Status,Days to Decision,Count
22263,2021 Q3,India,Female,31 to 40,Claim Accepted,18,1
22264,2021 Q3,Mauritius,Male,31 to 40,Claim Accepted,34,1
22265,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,26,1
22266,2021 Q3,India,Female,18 to 25,Claim Accepted,48,1
22267,2021 Q3,Uganda,Female,41 to 50,Claim Accepted,29,1
22268,2021 Q3,Jamaica,Female,51 to 60,Claim Rejected,56,1
22269,2021 Q3,Pakistan,Female,26 to 30,Claim Accepted,23,1
22270,2021 Q3,Bangladesh,Female,26 to 30,Claim Rejected,84,1
22271,2021 Q3,Pakistan,Male,18 to 25,Claim Accepted,30,1
22272,2021 Q3,Ghana,Male,51 to 60,Claim Accepted,33,1
22273,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,23,1
22274,2021 Q3,Bangladesh,Male,Over 80,Claim Accepted,20,1
22275,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,14,1
22276,2021 Q3,Jamaica,Female,41 to 50,Claim Rejected,36,1
22277,2021 Q3,Pakistan,Male,41 to 50,Claim Accepted,33,1
22278,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,28,1
22279,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,1,1
22280,2021 Q3,United States,Female,26 to 30,Claim Accepted,24,1
22281,2021 Q3,Pakistan,Female,18 to 25,Claim Rejected,46,1
22282,2021 Q3,Ghana,Male,Under 18,Claim Accepted,24,1
22283,2021 Q3,Ghana,Male,18 to 25,Claim Accepted,5,1
22284,2021 Q3,Nigeria,Male,31 to 40,Claim Accepted,23,1
22285,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,14,1
22286,2021 Q3,Romania,Female,31 to 40,Claim Rejected,64,1
22287,2021 Q3,Ghana,Male,Under 18,Claim Rejected,14,1
22288,2021 Q3,Russia,Female,41 to 50,Claim Rejected,57,1
22289,2021 Q3,Ghana,Male,51 to 60,Claim Rejected,54,1
22290,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,44,1
22291,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,17,1
22292,2021 Q3,Nigeria,Male,51 to 60,Claim Accepted,58,1
22293,2021 Q3,Iraq,Female,26 to 30,Claim Accepted,64,1
22294,2021 Q3,Jamaica,Female,31 to 40,Claim Accepted,48,1
22295,2021 Q3,Bangladesh,Male,31 to 40,Claim Accepted,40,1
22296,2021 Q3,Ghana,Male,Under 18,Claim Accepted,44,1
22297,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,44,1
22298,2021 Q3,Jamaica,Male,31 to 40,Claim Accepted,12,1
22299,2021 Q3,Nigeria,Male,31 to 40,Claim Accepted,34,1
22300,2021 Q3,Jamaica,Female,41 to 50,Claim Accepted,27,1
22301,2021 Q3,Congo Democratic Republic,Female,51 to 60,Claim Rejected,60,1
22302,2021 Q3,Ghana,Female,26 to 30,Claim Rejected,67,1
22303,2021 Q3,Ghana,Female,41 to 50,Claim Rejected,57,1
22304,2021 Q3,India,Female,41 to 50,Claim Rejected,45,1
22305,2021 Q3,Bangladesh,Female,41 to 50,Claim Accepted,37,1
22306,2021 Q3,Ivory Coast,Female,31 to 40,Claim Accepted,58,1
22307,2021 Q3,Eritrea,Male,41 to 50,Claim Accepted,35,1
22308,2021 Q3,St Kitts & Nevis,Female,Under 18,Claim Accepted,27,1
22309,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,28,1
22310,2021 Q3,Bangladesh,Male,61 to 70,Claim Rejected,22,1
22311,2021 Q3,Spain,Female,31 to 40,Claim Rejected,136,1
22312,2021 Q3,Nigeria,Male,51 to 60,Claim Rejected,33,1
22313,2021 Q3,Ghana,Female,51 to 60,Claim Accepted,28,1
22314,2021 Q3,Jamaica,Female,41 to 50,Claim Accepted,209,1
22315,2021 Q3,Nigeria,Male,41 to 50,Claim Accepted,41,1
22316,2021 Q3,India,Male,31 to 40,Claim Rejected,57,1
22317,2021 Q3,Bolivia,Female,31 to 40,Claim Accepted,63,1
22318,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,39,1
22319,2021 Q3,Kosovo,Male,51 to 60,Claim Accepted,25,1
22320,2021 Q3,Pakistan,Female,26 to 30,Claim Rejected,42,1
22321,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,45,1
22322,2021 Q3,Mauritius,Male,31 to 40,Claim Rejected,46,1
22323,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,21,1
22324,2021 Q3,India,Female,31 to 40,Claim Accepted,43,1
22325,2021 Q3,British National (Overseas),Female,26 to 30,Claim Rejected,24,1
22326,2021 Q3,Bangladesh,Male,51 to 60,Claim Accepted,23,1
22327,2021 Q3,Ghana,Male,41 to 50,Claim Accepted,40,1
22328,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,42,1
22329,2021 Q3,Guyana,Female,31 to 40,Claim Accepted,25,1
22330,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,27,1
22331,2021 Q3,The Gambia,Female,26 to 30,Claim Accepted,28,1
22332,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,23,1
22333,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,30,1
22334,2021 Q3,Iraq,Female,31 to 40,Claim Accepted,71,1
22335,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,15,1
22336,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,33,1
22337,2021 Q3,India,Female,31 to 40,Claim Rejected,45,1
22338,2021 Q3,India,Female,31 to 40,Claim Accepted,29,1
22339,2021 Q3,Turkey,Female,41 to 50,Claim Rejected,20,1
22340,2021 Q3,Brazil,Female,26 to 30,Claim Rejected,28,1
22341,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,28,1
22342,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,17,1
22343,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,33,1
22344,2021 Q3,Congo (Democratic Republic),Female,31 to 40,Claim Accepted,25,1
22345,2021 Q3,Ghana,Female,Under 18,Claim Accepted,24,1
22346,2021 Q3,Ghana,Female,Under 18,Claim Rejected,29,1
22347,2021 Q3,Pakistan,Female,41 to 50,Claim Rejected,134,1
22348,2021 Q3,Nigeria,Female,31 to 40,Claim Rejected,68,1
22349,2021 Q3,Zimbabwe,Male,51 to 60,Claim Rejected,54,1
22350,2021 Q3,Jamaica,Female,31 to 40,Claim Rejected,50,1
22351,2021 Q3,Nigeria,Female,26 to 30,Claim Rejected,56,1
22352,2021 Q3,Nigeria,Male,41 to 50,Claim Accepted,41,1
22353,2021 Q3,Ghana,Female,31 to 40,Claim Rejected,28,1
22354,2021 Q3,Ecuador,Female,51 to 60,Claim Accepted,34,1
22355,2021 Q3,India,Male,41 to 50,Claim Accepted,40,1
22356,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,6,1
22357,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,36,1
22358,2021 Q3,Nigeria,Male,41 to 50,Claim Accepted,1,1
22359,2021 Q3,India,Female,31 to 40,Claim Accepted,35,1
22360,2021 Q3,Zimbabwe,Female,51 to 60,Claim Accepted,31,1
22361,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,29,1
22362,2021 Q3,Bangladesh,Male,Under 18,Claim Accepted,37,1
22363,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,31,1
22364,2021 Q3,Pakistan,Female,31 to 40,Claim Rejected,45,1
22365,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,17,1
22366,2021 Q3,Nigeria,Male,31 to 40,Claim Accepted,33,1
22367,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,23,1
22368,2021 Q3,The Gambia,Female,41 to 50,Claim Rejected,50,1
22369,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,48,1
22370,2021 Q3,Jamaica,Female,31 to 40,Claim Accepted,0,1
22371,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,28,1
22372,2021 Q3,Sri Lanka,Female,Under 18,Claim Rejected,55,1
22373,2021 Q3,Pakistan,Female,61 to 70,Claim Accepted,23,1
22374,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,34,1
22375,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,30,1
22376,2021 Q3,Sri Lanka,Male,Under 18,Claim Accepted,28,1
22377,2021 Q3,Pakistan,Female,31 to 40,Claim Rejected,43,1
22378,2021 Q3,India,Male,41 to 50,Claim Rejected,45,1
22379,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,34,1
22380,2021 Q3,Pakistan,Female,41 to 50,Claim Rejected,41,1
22381,2021 Q3,Tanzania,Female,31 to 40,Claim Accepted,21,1
22382,2021 Q3,Nigeria,Female,Under 18,Claim Rejected,47,1
22383,2021 Q3,Jamaica,Female,51 to 60,Claim Rejected,65,1
22384,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,50,1
22385,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,44,1
22386,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,24,1
22387,2021 Q3,Sri Lanka,Female,41 to 50,Claim Accepted,44,1
22388,2021 Q3,Afghanistan,Female,18 to 25,Claim Accepted,52,1
22389,2021 Q3,Georgia,Male,31 to 40,Claim Accepted,24,1
22390,2021 Q3,Egypt,Male,51 to 60,Claim Accepted,30,1
22391,2021 Q3,India,Female,61 to 70,Claim Rejected,40,1
22392,2021 Q3,Egypt,Female,18 to 25,Claim Rejected,63,1
22393,2021 Q3,India,Male,31 to 40,Claim Accepted,0,1
22394,2021 Q3,Afghanistan,Male,18 to 25,Claim Accepted,33,1
22395,2021 Q3,Jamaica,Male,41 to 50,Claim Accepted,0,1
22396,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,16,1
22397,2021 Q3,Afghanistan,Female,18 to 25,Claim Accepted,52,1
22398,2021 Q3,China,Male,Under 18,Claim Rejected,23,1
22399,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,36,1
22400,2021 Q3,Bangladesh,Female,31 to 40,Claim Accepted,29,1
22401,2021 Q3,Ghana,Male,51 to 60,Claim Accepted,29,1
22402,2021 Q3,India,Male,51 to 60,Claim Rejected,67,1
22403,2021 Q3,Nigeria,Female,41 to 50,Claim Rejected,55,1
22404,2021 Q3,Ghana,Male,51 to 60,Claim Accepted,21,1
22405,2021 Q3,Jamaica,Female,31 to 40,Claim Accepted,44,1
22406,2021 Q3,Jamaica,Female,41 to 50,Claim Rejected,22,1
22407,2021 Q3,India,Female,31 to 40,Claim Rejected,18,1
22408,2021 Q3,Iraq,Female,31 to 40,Claim Rejected,40,1
22409,2021 Q3,Pakistan,Female,Under 18,Claim Rejected,43,1
22410,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,23,1
22411,2021 Q3,Iraq,Female,31 to 40,Claim Accepted,86,1
22412,2021 Q3,Ghana,Male,61 to 70,Claim Rejected,23,1
22413,2021 Q3,Ghana,Female,Under 18,Claim Rejected,49,1
22414,2021 Q3,The Gambia,Female,31 to 40,Claim Rejected,41,1
22415,2021 Q3,Yemen,Male,31 to 40,Claim Accepted,51,1
22416,2021 Q3,Bangladesh,Female,31 to 40,Claim Rejected,25,1
22417,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,25,1
22418,2021 Q3,Ghana,Female,31 to 40,Claim Rejected,57,1
22419,2021 Q3,British National (Overseas),Male,31 to 40,Claim Rejected,24,1
22420,2021 Q3,Bangladesh,Male,71 to 80,Claim Accepted,27,1
22421,2021 Q3,Sri Lanka,Male,Under 18,Claim Rejected,55,1
22422,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,44,1
22423,2021 Q3,Bangladesh,Male,26 to 30,Claim Rejected,58,1
22424,2021 Q3,Nigeria,Male,41 to 50,Claim Rejected,44,1
22425,2021 Q3,Pakistan,Female,71 to 80,Claim Rejected,91,1
22426,2021 Q3,Pakistan,Male,51 to 60,Claim Rejected,28,1
22427,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,62,1
22428,2021 Q3,Philippines,Female,61 to 70,Claim Accepted,17,1
22429,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,20,1
22430,2021 Q3,Nigeria,Male,41 to 50,Claim Accepted,68,1
22431,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,23,1
22432,2021 Q3,India,Male,31 to 40,Claim Accepted,34,1
22433,2021 Q3,Algeria,Female,41 to 50,Claim Accepted,25,1
22434,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,10,1
22435,2021 Q3,Jamaica,Female,41 to 50,Claim Rejected,56,1
22436,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,42,1
22437,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,49,1
22438,2021 Q3,Bangladesh,Female,Over 80,Claim Accepted,99,1
22439,2021 Q3,Pakistan,Male,51 to 60,Claim Rejected,28,1
22440,2021 Q3,Jamaica,Female,31 to 40,Claim Accepted,42,1
22441,2021 Q3,Uganda,Female,71 to 80,Claim Accepted,29,1
22442,2021 Q3,Nigeria,Male,41 to 50,Claim Rejected,48,1
22443,2021 Q3,Tanzania,Male,61 to 70,Claim Accepted,31,1
22444,2021 Q3,Colombia,Female,61 to 70,Claim Accepted,48,1
22445,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,20,1
22446,2021 Q3,Bangladesh,Male,41 to 50,Claim Rejected,49,1
22447,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,28,1
22448,2021 Q3,Malawi,Female,41 to 50,Claim Rejected,42,1
22449,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,26,1
22450,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,28,1
22451,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,28,1
22452,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,14,1
22453,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,29,1
22454,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,40,1
22455,2021 Q3,India,Female,31 to 40,Claim Accepted,33,1
22456,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,30,1
22457,2021 Q3,Zambia,Female,26 to 30,Claim Accepted,21,1
22458,2021 Q3,Nigeria,Male,31 to 40,Claim Rejected,45,1
22459,2021 Q3,Nigeria,Female,51 to 60,Claim Accepted,24,1
22460,2021 Q3,India,Female,31 to 40,Claim Accepted,34,1
22461,2021 Q3,India,Female,31 to 40,Claim Accepted,22,1
22462,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,49,1
22463,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,21,1
22464,2021 Q3,Nigeria,Male,18 to 25,Claim Accepted,18,1
22465,2021 Q3,Algeria,Female,31 to 40,Claim Accepted,30,1
22466,2021 Q3,Jamaica,Female,31 to 40,Claim Accepted,26,1
22467,2021 Q3,Nigeria,Female,18 to 25,Claim Rejected,64,1
22468,2021 Q3,Cameroon,Female,31 to 40,Claim Accepted,29,1
22469,2021 Q3,India,Male,61 to 70,Claim Rejected,40,1
22470,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,10,1
22471,2021 Q3,Ghana,Female,51 to 60,Claim Accepted,32,1
22472,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,28,1
22473,2021 Q3,Bolivia,Female,41 to 50,Claim Accepted,54,1
22474,2021 Q3,Pakistan,Male,61 to 70,Claim Accepted,23,1
22475,2021 Q3,Nigeria,Female,31 to 40,Claim Rejected,47,1
22476,2021 Q3,Albania,Female,31 to 40,Claim Rejected,23,1
22477,2021 Q3,Albania,Female,51 to 60,Claim Rejected,43,1
22478,2021 Q3,Pakistan,Female,51 to 60,Claim Accepted,30,1
22479,2021 Q3,Jamaica,Female,31 to 40,Claim Accepted,24,1
22480,2021 Q3,Iran,Female,31 to 40,Claim Rejected,61,1
22481,2021 Q3,Pakistan,Female,61 to 70,Claim Accepted,21,1
22482,2021 Q3,Jamaica,Male,41 to 50,Claim Accepted,32,1
22483,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,44,1
22484,2021 Q3,Tanzania,Female,41 to 50,Claim Accepted,25,1
22485,2021 Q3,Bangladesh,Male,31 to 40,Claim Accepted,23,1
22486,2021 Q3,India,Male,31 to 40,Claim Accepted,18,1
22487,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,35,1
22488,2021 Q3,Jamaica,Female,26 to 30,Claim Accepted,51,1
22489,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,28,1
22490,2021 Q3,Mauritius,Female,Under 18,Claim Rejected,46,1
22491,2021 Q3,Bangladesh,Female,31 to 40,Claim Rejected,35,1
22492,2021 Q3,Jamaica,Female,31 to 40,Claim Rejected,56,1
22493,2021 Q3,Sri Lanka,Female,31 to 40,Claim Accepted,28,1
22494,2021 Q3,Ghana,Male,31 to 40,Claim Accepted,1,1
22495,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,32,1
22496,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,35,1
22497,2021 Q3,Somalia,Female,71 to 80,Claim Rejected,50,1
22498,2021 Q3,India,Female,Over 80,Claim Accepted,43,1
22499,2021 Q3,Sri Lanka,Male,41 to 50,Claim Accepted,44,1
22500,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,52,1
22501,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,45,1
22502,2021 Q3,India,Male,Under 18,Claim Accepted,18,1
22503,2021 Q3,Ghana,Female,51 to 60,Claim Accepted,20,1
22504,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,7,1
22505,2021 Q3,Philippines,Female,26 to 30,Claim Accepted,28,1
22506,2021 Q3,Pakistan,Male,51 to 60,Claim Rejected,68,1
22507,2021 Q3,Bangladesh,Male,Under 18,Claim Accepted,24,1
22508,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,45,1
22509,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,17,1
22510,2021 Q3,Somalia,Female,31 to 40,Claim Rejected,24,1
22511,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,28,1
22512,2021 Q3,United States,Female,26 to 30,Claim Rejected,60,1
22513,2021 Q3,Fiji,Male,41 to 50,Claim Accepted,28,1
22514,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,28,1
22515,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,58,1
22516,2021 Q3,Uganda,Female,18 to 25,Claim Accepted,29,1
22517,2021 Q3,Sri Lanka,Male,Under 18,Claim Accepted,58,1
22518,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,34,1
22519,2021 Q3,Egypt,Male,31 to 40,Claim Accepted,33,1
22520,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,9,1
22521,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,34,1
22522,2021 Q3,Nigeria,Female,41 to 50,Claim Rejected,65,1
22523,2021 Q3,Ghana,Female,31 to 40,Claim Rejected,28,1
22524,2021 Q3,Bolivia,Male,41 to 50,Claim Accepted,54,1
22525,2021 Q3,Bangladesh,Female,31 to 40,Claim Rejected,60,1
22526,2021 Q3,Mauritius,Male,18 to 25,Claim Accepted,34,1
22527,2021 Q3,India,Male,31 to 40,Claim Accepted,62,1
22528,2021 Q3,Pakistan,Male,41 to 50,Claim Rejected,43,1
22529,2021 Q3,India,Female,51 to 60,Claim Rejected,67,1
22530,2021 Q3,Kosovo,Female,51 to 60,Claim Accepted,25,1
22531,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,52,1
22532,2021 Q3,Nigeria,Female,71 to 80,Claim Accepted,28,1
22533,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,33,1
22534,2021 Q3,Officially Stateless,Male,Under 18,Claim Accepted,22,1
22535,2021 Q3,Bangladesh,Female,71 to 80,Claim Accepted,20,1
22536,2021 Q3,India,Male,Under 18,Claim Accepted,29,1
22537,2021 Q3,Ghana,Female,Under 18,Claim Rejected,57,1
22538,2021 Q3,Sri Lanka,Female,41 to 50,Claim Accepted,130,1
22539,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,29,1
22540,2021 Q3,Ethiopia,Female,26 to 30,Claim Accepted,24,1
22541,2021 Q3,Namibia,Female,41 to 50,Claim Rejected,44,1
22542,2021 Q3,Namibia,Female,41 to 50,Claim Rejected,30,1
22543,2021 Q3,Jamaica,Female,26 to 30,Claim Accepted,49,1
22544,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,50,1
22545,2021 Q3,Algeria,Male,31 to 40,Claim Accepted,30,1
22546,2021 Q3,Jamaica,Female,41 to 50,Claim Rejected,43,1
22547,2021 Q3,Pakistan,Female,41 to 50,Claim Rejected,59,1
22548,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,24,1
22549,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,29,1
22550,2021 Q3,Pakistan,Female,26 to 30,Claim Accepted,34,1
22551,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,52,1
22552,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,31,1
22553,2021 Q3,Cameroon,Female,31 to 40,Claim Accepted,27,1
22554,2021 Q3,Pakistan,Female,31 to 40,Claim Accepted,48,1
22555,2021 Q3,Sri Lanka,Female,Under 18,Claim Accepted,44,1
22556,2021 Q3,Jamaica,Female,51 to 60,Claim Accepted,28,1
22557,2021 Q3,Benin,Female,61 to 70,Claim Accepted,25,1
22558,2021 Q3,United States,Female,31 to 40,Claim Rejected,47,1
22559,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,22,1
22560,2021 Q3,Uganda,Female,Under 18,Claim Accepted,24,1
22561,2021 Q3,Sri Lanka,Female,Under 18,Claim Accepted,34,1
22562,2021 Q3,United States,Female,Under 18,Claim Accepted,62,1
22563,2021 Q3,Bangladesh,Male,41 to 50,Claim Rejected,67,1
22564,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,24,1
22565,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,19,1
22566,2021 Q3,Sri Lanka,Male,18 to 25,Claim Accepted,58,1
22567,2021 Q3,Ghana,Male,Under 18,Claim Accepted,34,1
22568,2021 Q3,Nigeria,Male,51 to 60,Claim Accepted,19,1
22569,2021 Q3,Hong Kong Special Administrative Region of China,Male,Under 18,Claim Rejected,24,1
22570,2021 Q3,Ghana,Male,41 to 50,Claim Accepted,26,1
22571,2021 Q3,Ghana,Female,26 to 30,Claim Accepted,129,1
22572,2021 Q3,Albania,Female,26 to 30,Claim Accepted,40,1
22573,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,28,1
22574,2021 Q3,Pakistan,Male,41 to 50,Claim Rejected,44,1
22575,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,36,1
22576,2021 Q3,Nigeria,Female,31 to 40,Claim Accepted,26,1
22577,2021 Q3,Afghanistan,Female,26 to 30,Claim Accepted,52,1
22578,2021 Q3,Tanzania,Female,Under 18,Claim Accepted,30,1
22579,2021 Q3,China,Female,31 to 40,Claim Rejected,23,1
22580,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,14,1
22581,2021 Q3,India,Female,31 to 40,Claim Accepted,29,1
22582,2021 Q3,Mauritius,Female,31 to 40,Claim Accepted,34,1
22583,2021 Q3,Pakistan,Female,Under 18,Claim Accepted,40,1
22584,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,42,1
22585,2021 Q3,India,Male,31 to 40,Claim Rejected,42,1
22586,2021 Q3,Thailand,Female,51 to 60,Claim Accepted,32,1
22587,2021 Q3,Ghana,Female,61 to 70,Claim Accepted,14,1
22588,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,31,1
22589,2021 Q3,Pakistan,Male,41 to 50,Claim Accepted,36,1
22590,2021 Q3,Pakistan,Male,51 to 60,Claim Accepted,17,1
22591,2021 Q3,India,Male,31 to 40,Claim Accepted,57,1
22592,2021 Q3,Sri Lanka,Male,Under 18,Claim Accepted,44,1
22593,2021 Q3,India,Male,18 to 25,Claim Rejected,42,1
22594,2021 Q3,Nigeria,Male,Under 18,Claim Accepted,51,1
22595,2021 Q3,Nigeria,Male,31 to 40,Claim Accepted,30,1
22596,2021 Q3,Ghana,Male,Under 18,Claim Rejected,28,1
22597,2021 Q3,China,Male,31 to 40,Claim Rejected,23,1
22598,2021 Q3,Pakistan,Female,31 to 40,Claim Rejected,42,1
22599,2021 Q3,Ghana,Male,Under 18,Claim Rejected,44,1
22600,2021 Q3,Cameroon,Female,31 to 40,Claim Rejected,36,1
22601,2021 Q3,Jamaica,Female,71 to 80,Claim Accepted,398,1
22602,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,54,1
22603,2021 Q3,Sri Lanka,Female,41 to 50,Claim Accepted,58,1
22604,2021 Q3,Pakistan,Female,18 to 25,Claim Accepted,40,1
22605,2021 Q3,Syria,Female,61 to 70,Claim Accepted,102,1
22606,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,25,1
22607,2021 Q3,Nigeria,Female,41 to 50,Claim Rejected,49,1
22608,2021 Q3,India,Female,31 to 40,Claim Accepted,27,1
22609,2021 Q3,Albania,Female,31 to 40,Claim Accepted,33,1
22610,2021 Q3,Iran,Female,41 to 50,Claim Accepted,47,1
22611,2021 Q3,India,Male,41 to 50,Claim Accepted,35,1
22612,2021 Q3,Pakistan,Male,Under 18,Claim Accepted,36,1
22613,2021 Q3,Bangladesh,Female,31 to 40,Claim Accepted,63,1
22614,2021 Q3,Ghana,Female,31 to 40,Claim Rejected,49,1
22615,2021 Q3,India,Female,Under 18,Claim Accepted,22,1
22616,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,55,1
22617,2021 Q3,Ghana,Female,Under 18,Claim Accepted,45,1
22618,2021 Q3,Iraq,Male,41 to 50,Claim Accepted,103,1
22619,2021 Q3,Sri Lanka,Female,Under 18,Claim Accepted,28,1
22620,2021 Q3,Jamaica,Female,31 to 40,Claim Rejected,57,1
22621,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,66,1
22622,2021 Q3,Bangladesh,Female,18 to 25,Claim Accepted,40,1
22623,2021 Q3,Jamaica,Female,41 to 50,Claim Rejected,27,1
22624,2021 Q3,Bangladesh,Female,Under 18,Claim Accepted,29,1
22625,2021 Q3,United States,Male,31 to 40,Claim Accepted,28,1
22626,2021 Q3,Pakistan,Male,31 to 40,Claim Accepted,28,1
22627,2021 Q3,Ghana,Female,41 to 50,Claim Rejected,38,1
22628,2021 Q3,Saudi Arabia,Male,18 to 25,Claim Accepted,25,1
22629,2021 Q3,Eritrea,Female,18 to 25,Claim Accepted,25,1
22630,2021 Q3,Nigeria,Male,41 to 50,Claim Accepted,28,1
22631,2021 Q3,Sri Lanka,Female,31 to 40,Claim Accepted,40,1
22632,2021 Q3,Nigeria,Female,18 to 25,Claim Accepted,56,1
22633,2021 Q3,Bangladesh,Female,Under 18,Claim Accepted,41,1
22634,2021 Q3,Nigeria,Female,Under 18,Claim Accepted,14,1
22635,2021 Q3,Pakistan,Female,41 to 50,Claim Accepted,23,1
22636,2021 Q3,Ghana,Female,41 to 50,Claim Rejected,42,1
22637,2021 Q3,Turkey,Male,31 to 40,Claim Accepted,26,1
22638,2021 Q3,Bangladesh,Female,26 to 30,Claim Accepted,73,1
22639,2021 Q3,Ghana,Female,31 to 40,Claim Accepted,56,1
22640,2021 Q3,Philippines,Male,41 to 50,Claim Accepted,26,1
22641,2021 Q3,Afghanistan,Male,26 to 30,Claim Rejected,138,1
22642,2021 Q3,Nigeria,Female,41 to 50,Claim Accepted,41,1
22643,2021 Q3,Pakistan,Male,41 to 50,Claim Accepted,36,1
22644,2021 Q3,Bangladesh,Male,31 to 40,Claim Accepted,38,1
22645,2021 Q3,Ghana,Female,41 to 50,Claim Accepted,27,1
